year,state,district,crop,season,soil_type,irrigation,seed_variety,area,rainfall,temperature,fertilizer,pesticide,production,yield
2018,Odisha,Kalahandi,Mung,Zaid,Red Soil,Canal,Local,1.7,61.0,22.945,2342136.925,4996.15,15482.5,1172.0
2018,Odisha,Kalahandi,Rice,Kharif,Lateritic,Canal,Local,2.41,995.0,22.945,2342136.925,4996.15,15482.5,3913.0
2018,Odisha,Kalahandi,Rice,Zaid,Lateritic,Canal,Local,2.49,51.0,22.945,2342136.925,4996.15,15482.5,3325.0
2018,Odisha,Kalahandi,Sugarcane,Kharif,Lateritic,Canal,Hybrid,1.02,888.0,22.945,2342136.925,4996.15,15482.5,45612.0
2018,Odisha,Kalahandi,Sugarcane,Rabi,Red Soil,Canal,Hybrid,3.32,93.0,22.945,2342136.925,4996.15,15482.5,83463.0
2018,Odisha,Kalahandi,Turmeric,Kharif,Red Soil,Canal,Local,2.19,1052.0,22.945,2342136.925,4996.15,15482.5,4371.0
2018,Odisha,Kalahandi,Turmeric,Rabi,Lateritic,Lift,Hybrid,3.9,63.0,22.945,2342136.925,4996.15,15482.5,5338.0
2018,Odisha,Kalahandi,Wheat,Kharif,Red Soil,Lift,Hybrid,4.67,1447.0,22.945,2342136.925,4996.15,15482.5,4424.0
2018,Odisha,Kalahandi,Wheat,Rabi,Lateritic,Canal,Local,2.63,242.0,22.945,2342136.925,4996.15,15482.5,2878.0
2018,Odisha,Kalahandi,Wheat,Zaid,Red Soil,Lift,Local,2.16,232.0,22.945,2342136.925,4996.15,15482.5,4139.0
2018,Odisha,Kandhamal,Cotton,Kharif,Red Soil,Lift,Local,2.42,1391.0,22.945,2342136.925,4996.15,15482.5,1836.0
2018,Odisha,Kandhamal,Cotton,Rabi,Lateritic,None,Local,2.8,276.0,22.945,2342136.925,4996.15,15482.5,1635.0
2018,Odisha,Kandhamal,Groundnut,Kharif,Red Soil,None,Local,3.66,808.0,22.945,2342136.925,4996.15,15482.5,3075.0
2018,Odisha,Kandhamal,Groundnut,Rabi,Lateritic,Lift,Local,2.01,75.0,22.945,2342136.925,4996.15,15482.5,2075.0
2018,Odisha,Kandhamal,Groundnut,Zaid,Lateritic,Lift,Local,1.23,242.0,22.945,2342136.925,4996.15,15482.5,2518.0
2018,Odisha,Kandhamal,Maize,Kharif,Lateritic,None,Local,3.59,1399.0,22.945,2342136.925,4996.15,15482.5,3514.0
2018,Odisha,Kandhamal,Maize,Rabi,Red Soil,None,Local,3.06,161.0,22.945,2342136.925,4996.15,15482.5,4736.0
2018,Odisha,Kandhamal,Maize,Zaid,Lateritic,Lift,Local,2.04,191.0,22.945,2342136.925,4996.15,15482.5,4105.0
2018,Odisha,Kandhamal,Mung,Kharif,Lateritic,Lift,Local,2.55,1245.0,22.945,2342136.925,4996.15,15482.5,818.0
2018,Odisha,Kandhamal,Mung,Rabi,Red Soil,None,Local,1.64,136.0,22.945,2342136.925,4996.15,15482.5,677.0
2018,Odisha,Kandhamal,Mung,Zaid,Lateritic,None,Local,0.68,109.0,22.945,2342136.925,4996.15,15482.5,913.0
2018,Odisha,Kandhamal,Rice,Kharif,Red Soil,None,Local,1.76,1223.0,22.945,2342136.925,4996.15,15482.5,3084.0
2018,Odisha,Kandhamal,Rice,Rabi,Red Soil,None,Local,1.3,228.0,22.945,2342136.925,4996.15,15482.5,2815.0
2018,Odisha,Kandhamal,Rice,Zaid,Red Soil,None,Local,2.7,139.0,22.945,2342136.925,4996.15,15482.5,2814.0
2018,Odisha,Kandhamal,Sugarcane,Kharif,Lateritic,Lift,Local,3.88,1141.0,22.945,2342136.925,4996.15,15482.5,93897.0
2018,Odisha,Kandhamal,Sugarcane,Rabi,Lateritic,Lift,Local,4.07,138.0,22.945,2342136.925,4996.15,15482.5,73380.0
2018,Odisha,Kandhamal,Turmeric,Kharif,Red Soil,None,Local,2.57,1005.0,22.945,2342136.925,4996.15,15482.5,3687.0
2018,Odisha,Kandhamal,Turmeric,Rabi,Lateritic,None,Local,0.86,102.0,22.945,2342136.925,4996.15,15482.5,5083.0
2018,Odisha,Kandhamal,Wheat,Kharif,Lateritic,Lift,Local,3.98,1278.0,22.945,2342136.925,4996.15,15482.5,4284.0
2018,Odisha,Kandhamal,Wheat,Rabi,Lateritic,Lift,Local,2.83,171.0,22.945,2342136.925,4996.15,15482.5,4033.0
2018,Odisha,Kandhamal,Wheat,Zaid,Red Soil,None,Local,1.95,218.0,22.945,2342136.925,4996.15,15482.5,3424.0
2018,Odisha,Kendrapara,Cotton,Kharif,Deltaic Alluvial,Canal,HYV,1.66,1418.0,22.945,2342136.925,4996.15,15482.5,1435.0
2018,Odisha,Kendrapara,Cotton,Rabi,Alluvial,Tubewell,HYV,3.7,298.0,22.945,2342136.925,4996.15,15482.5,1674.0
2018,Odisha,Kendrapara,Groundnut,Kharif,Alluvial,Tubewell,HYV,3.44,1091.0,22.945,2342136.925,4996.15,15482.5,2023.0
2018,Odisha,Kendrapara,Groundnut,Rabi,Deltaic Alluvial,Tubewell,Hybrid,4.2,295.0,22.945,2342136.925,4996.15,15482.5,1858.0
2018,Odisha,Kendrapara,Groundnut,Zaid,Deltaic Alluvial,Canal,HYV,2.29,77.0,22.945,2342136.925,4996.15,15482.5,1990.0
2018,Odisha,Kendrapara,Maize,Kharif,Alluvial,Tubewell,HYV,1.93,1209.0,22.945,2342136.925,4996.15,15482.5,2713.0
2018,Odisha,Kendrapara,Maize,Rabi,Alluvial,Tubewell,HYV,3.79,150.0,22.945,2342136.925,4996.15,15482.5,4398.0
2018,Odisha,Kendrapara,Maize,Zaid,Alluvial,Tubewell,Hybrid,2.7,200.0,22.945,2342136.925,4996.15,15482.5,5289.0
2018,Odisha,Kendrapara,Mung,Kharif,Alluvial,Tubewell,Hybrid,3.59,1214.0,22.945,2342136.925,4996.15,15482.5,980.0
2018,Odisha,Kendrapara,Mung,Rabi,Alluvial,Canal,HYV,1.08,225.0,22.945,2342136.925,4996.15,15482.5,921.0
2018,Odisha,Kendrapara,Mung,Zaid,Alluvial,Tubewell,Hybrid,3.44,158.0,22.945,2342136.925,4996.15,15482.5,1170.0
2018,Odisha,Kendrapara,Rice,Kharif,Deltaic Alluvial,Tubewell,HYV,1.6,1183.0,22.945,2342136.925,4996.15,15482.5,4389.0
2018,Odisha,Kendrapara,Rice,Rabi,Alluvial,Tubewell,Hybrid,2.62,228.0,22.945,2342136.925,4996.15,15482.5,3168.0
2018,Odisha,Kendrapara,Rice,Zaid,Alluvial,Tubewell,Hybrid,2.19,112.0,22.945,2342136.925,4996.15,15482.5,2967.0
2018,Odisha,Kendrapara,Sugarcane,Kharif,Alluvial,Canal,Hybrid,4.91,1192.0,22.945,2342136.925,4996.15,15482.5,86616.0
2018,Odisha,Kendrapara,Sugarcane,Rabi,Deltaic Alluvial,Canal,HYV,2.02,201.0,22.945,2342136.925,4996.15,15482.5,73466.0
2018,Odisha,Kendrapara,Turmeric,Kharif,Deltaic Alluvial,Canal,Hybrid,4.16,1265.0,22.945,2342136.925,4996.15,15482.5,6409.0
2018,Odisha,Kendrapara,Turmeric,Rabi,Deltaic Alluvial,Tubewell,Hybrid,1.77,175.0,22.945,2342136.925,4996.15,15482.5,4934.0
2018,Odisha,Kendrapara,Wheat,Kharif,Alluvial,Tubewell,HYV,1.3,1170.0,22.945,2342136.925,4996.15,15482.5,3221.0
2018,Odisha,Kendrapara,Wheat,Rabi,Deltaic Alluvial,Tubewell,Hybrid,3.2,69.0,22.945,2342136.925,4996.15,15482.5,4702.0
2018,Odisha,Kendrapara,Wheat,Zaid,Alluvial,Tubewell,HYV,1.35,161.0,22.945,2342136.925,4996.15,15482.5,3529.0
2018,Odisha,Keonjhar,Cotton,Kharif,Lateritic,None,Local,2.58,1450.0,22.945,2342136.925,4996.15,15482.5,1800.0
2018,Odisha,Keonjhar,Cotton,Rabi,Red Soil,Lift,Local,1.51,106.0,22.945,2342136.925,4996.15,15482.5,1683.0
2018,Odisha,Keonjhar,Groundnut,Kharif,Lateritic,None,Local,0.6,1063.0,22.945,2342136.925,4996.15,15482.5,2255.0
2018,Odisha,Keonjhar,Groundnut,Rabi,Red Soil,None,Local,4.07,127.0,22.945,2342136.925,4996.15,15482.5,1470.0
2018,Odisha,Keonjhar,Groundnut,Zaid,Lateritic,Lift,Local,4.1,171.0,22.945,2342136.925,4996.15,15482.5,2814.0
2018,Odisha,Keonjhar,Maize,Kharif,Lateritic,None,Local,1.84,914.0,22.945,2342136.925,4996.15,15482.5,2375.0
2018,Odisha,Keonjhar,Maize,Rabi,Lateritic,Lift,Local,3.82,71.0,22.945,2342136.925,4996.15,15482.5,4576.0
2018,Odisha,Keonjhar,Maize,Zaid,Red Soil,Lift,Local,3.77,160.0,22.945,2342136.925,4996.15,15482.5,4461.0
2018,Odisha,Keonjhar,Mung,Kharif,Lateritic,None,Local,3.86,1083.0,22.945,2342136.925,4996.15,15482.5,956.0
2018,Odisha,Keonjhar,Mung,Rabi,Lateritic,Lift,Local,2.29,122.0,22.945,2342136.925,4996.15,15482.5,1293.0
2018,Odisha,Keonjhar,Mung,Zaid,Lateritic,None,Local,1.43,218.0,22.945,2342136.925,4996.15,15482.5,1317.0
2018,Odisha,Keonjhar,Rice,Kharif,Red Soil,None,Local,4.5,1058.0,22.945,2342136.925,4996.15,15482.5,3194.0
2018,Odisha,Keonjhar,Rice,Zaid,Lateritic,Lift,Local,1.7,156.0,22.945,2342136.925,4996.15,15482.5,3869.0
2018,Odisha,Keonjhar,Sugarcane,Kharif,Lateritic,Lift,Local,3.7,1402.0,22.945,2342136.925,4996.15,15482.5,89220.0
2018,Odisha,Keonjhar,Sugarcane,Rabi,Red Soil,Lift,Local,2.25,53.0,22.945,2342136.925,4996.15,15482.5,100900.0
2018,Odisha,Keonjhar,Turmeric,Kharif,Red Soil,Lift,Local,2.06,1273.0,22.945,2342136.925,4996.15,15482.5,5427.0
2018,Odisha,Keonjhar,Turmeric,Rabi,Red Soil,None,Local,3.64,115.0,22.945,2342136.925,4996.15,15482.5,5785.0
2018,Odisha,Keonjhar,Wheat,Kharif,Lateritic,None,Local,3.6,1336.0,22.945,2342136.925,4996.15,15482.5,3567.0
2018,Odisha,Keonjhar,Wheat,Rabi,Lateritic,None,Local,0.84,87.0,22.945,2342136.925,4996.15,15482.5,2940.0
2018,Odisha,Keonjhar,Wheat,Zaid,Red Soil,Lift,Local,2.81,136.0,22.945,2342136.925,4996.15,15482.5,4915.0
2018,Odisha,Khordha,Cotton,Kharif,Alluvial,Canal,Hybrid,1.96,1382.0,22.945,2342136.925,4996.15,15482.5,1212.0
2018,Odisha,Khordha,Cotton,Rabi,Lateritic,Canal,Hybrid,0.6,252.0,22.945,2342136.925,4996.15,15482.5,1806.0
2018,Odisha,Khordha,Groundnut,Kharif,Lateritic,Canal,Hybrid,3.97,1480.0,22.945,2342136.925,4996.15,15482.5,2935.0
2018,Odisha,Khordha,Groundnut,Rabi,Lateritic,Tubewell,Hybrid,4.37,168.0,22.945,2342136.925,4996.15,15482.5,1811.0
2018,Odisha,Khordha,Groundnut,Zaid,Alluvial,Canal,HYV,4.66,123.0,22.945,2342136.925,4996.15,15482.5,1638.0
2018,Odisha,Khordha,Maize,Kharif,Lateritic,Canal,Hybrid,3.54,1439.0,22.945,2342136.925,4996.15,15482.5,3733.0
2018,Odisha,Khordha,Maize,Rabi,Alluvial,Canal,HYV,2.08,245.0,22.945,2342136.925,4996.15,15482.5,5013.0
2018,Odisha,Khordha,Maize,Zaid,Alluvial,Canal,HYV,3.85,146.0,22.945,2342136.925,4996.15,15482.5,4515.0
2018,Odisha,Khordha,Mung,Kharif,Lateritic,Canal,Hybrid,3.45,900.0,22.945,2342136.925,4996.15,15482.5,1019.0
2018,Odisha,Khordha,Mung,Rabi,Lateritic,Canal,Hybrid,2.35,208.0,22.945,2342136.925,4996.15,15482.5,884.0
2018,Odisha,Khordha,Mung,Zaid,Alluvial,Canal,Hybrid,3.29,203.0,22.945,2342136.925,4996.15,15482.5,1448.0
2018,Odisha,Khordha,Rice,Kharif,Alluvial,Tubewell,Hybrid,4.34,1446.0,22.945,2342136.925,4996.15,15482.5,4980.0
2018,Odisha,Khordha,Rice,Zaid,Lateritic,Tubewell,HYV,3.87,127.0,22.945,2342136.925,4996.15,15482.5,3495.0
2018,Odisha,Khordha,Sugarcane,Kharif,Alluvial,Tubewell,HYV,2.56,1045.0,22.945,2342136.925,4996.15,15482.5,80098.0
2018,Odisha,Khordha,Sugarcane,Rabi,Lateritic,Canal,HYV,4.65,125.0,22.945,2342136.925,4996.15,15482.5,77544.0
2018,Odisha,Khordha,Turmeric,Kharif,Alluvial,Tubewell,Hybrid,3.1,1500.0,22.945,2342136.925,4996.15,15482.5,4563.0
2018,Odisha,Khordha,Turmeric,Rabi,Alluvial,Tubewell,HYV,4.09,178.0,22.945,2342136.925,4996.15,15482.5,4987.0
2018,Odisha,Khordha,Wheat,Kharif,Lateritic,Canal,HYV,3.23,899.0,22.945,2342136.925,4996.15,15482.5,4856.0
2018,Odisha,Khordha,Wheat,Rabi,Alluvial,Tubewell,HYV,4.96,95.0,22.945,2342136.925,4996.15,15482.5,3467.0
2018,Odisha,Khordha,Wheat,Zaid,Lateritic,Canal,Hybrid,2.34,157.0,22.945,2342136.925,4996.15,15482.5,3793.0
2018,Odisha,Koraput,Cotton,Kharif,Red Soil,Lift,Local,3.13,1320.0,22.945,2342136.925,4996.15,15482.5,1269.0
2018,Odisha,Koraput,Cotton,Rabi,Lateritic,Lift,Local,3.28,138.0,22.945,2342136.925,4996.15,15482.5,1228.0
2018,Odisha,Koraput,Groundnut,Kharif,Red Soil,Lift,Local,2.5,1064.0,22.945,2342136.925,4996.15,15482.5,2786.0
2018,Odisha,Koraput,Groundnut,Rabi,Red Soil,Lift,Local,0.66,183.0,22.945,2342136.925,4996.15,15482.5,2478.0
2018,Odisha,Koraput,Groundnut,Zaid,Red Soil,None,Local,4.46,232.0,22.945,2342136.925,4996.15,15482.5,2300.0
2018,Odisha,Koraput,Maize,Kharif,Lateritic,Lift,Local,2.66,1099.0,22.945,2342136.925,4996.15,15482.5,5004.0
2018,Odisha,Koraput,Maize,Rabi,Red Soil,None,Local,2.3,211.0,22.945,2342136.925,4996.15,15482.5,4474.0
2018,Odisha,Koraput,Maize,Zaid,Lateritic,Lift,Local,0.97,244.0,22.945,2342136.925,4996.15,15482.5,2769.0
2018,Odisha,Koraput,Mung,Kharif,Lateritic,Lift,Local,1.21,1286.0,22.945,2342136.925,4996.15,15482.5,1185.0
2018,Odisha,Koraput,Mung,Rabi,Lateritic,None,Local,3.85,87.0,22.945,2342136.925,4996.15,15482.5,884.0
2018,Odisha,Koraput,Mung,Zaid,Red Soil,None,Local,1.66,267.0,22.945,2342136.925,4996.15,15482.5,1043.0
2018,Odisha,Koraput,Rice,Kharif,Lateritic,Lift,Local,1.6,871.0,22.945,2342136.925,4996.15,15482.5,2786.0
2018,Odisha,Koraput,Rice,Rabi,Lateritic,Lift,Local,4.98,68.0,22.945,2342136.925,4996.15,15482.5,2633.0
2018,Odisha,Koraput,Rice,Zaid,Red Soil,Lift,Local,2.92,205.0,22.945,2342136.925,4996.15,15482.5,3477.0
2018,Odisha,Koraput,Sugarcane,Kharif,Lateritic,Lift,Local,2.18,1296.0,22.945,2342136.925,4996.15,15482.5,102778.0
2018,Odisha,Koraput,Sugarcane,Rabi,Lateritic,Lift,Local,2.68,221.0,22.945,2342136.925,4996.15,15482.5,57143.0
2018,Odisha,Koraput,Turmeric,Kharif,Red Soil,None,Local,1.89,1084.0,22.945,2342136.925,4996.15,15482.5,3485.0
2018,Odisha,Koraput,Turmeric,Rabi,Red Soil,Lift,Local,1.39,195.0,22.945,2342136.925,4996.15,15482.5,6790.0
2018,Odisha,Koraput,Wheat,Kharif,Lateritic,None,Local,1.26,1147.0,22.945,2342136.925,4996.15,15482.5,4630.0
2018,Odisha,Koraput,Wheat,Rabi,Lateritic,Lift,Local,1.45,214.0,22.945,2342136.925,4996.15,15482.5,3388.0
2018,Odisha,Koraput,Wheat,Zaid,Red Soil,Lift,Local,2.71,116.0,22.945,2342136.925,4996.15,15482.5,2456.0
2018,Odisha,Malkangiri,Cotton,Kharif,Red Soil,None,Local,1.74,1116.0,22.945,2342136.925,4996.15,15482.5,1735.0
2018,Odisha,Malkangiri,Cotton,Rabi,Lateritic,None,Local,2.69,299.0,22.945,2342136.925,4996.15,15482.5,1304.0
2018,Odisha,Malkangiri,Groundnut,Kharif,Lateritic,None,Local,2.65,1287.0,22.945,2342136.925,4996.15,15482.5,2217.0
2018,Odisha,Malkangiri,Groundnut,Rabi,Red Soil,Lift,Local,3.15,126.0,22.945,2342136.925,4996.15,15482.5,2904.0
2018,Odisha,Malkangiri,Groundnut,Zaid,Lateritic,None,Local,2.43,234.0,22.945,2342136.925,4996.15,15482.5,3427.0
2018,Odisha,Malkangiri,Maize,Kharif,Lateritic,Lift,Local,2.51,1050.0,22.945,2342136.925,4996.15,15482.5,4103.0
2018,Odisha,Malkangiri,Maize,Rabi,Lateritic,Lift,Local,4.71,108.0,22.945,2342136.925,4996.15,15482.5,4733.0
2018,Odisha,Malkangiri,Maize,Zaid,Red Soil,None,Local,4.91,121.0,22.945,2342136.925,4996.15,15482.5,2914.0
2018,Odisha,Malkangiri,Mung,Kharif,Lateritic,Lift,Local,4.13,1267.0,22.945,2342136.925,4996.15,15482.5,1080.0
2018,Odisha,Malkangiri,Mung,Rabi,Lateritic,None,Local,3.21,95.0,22.945,2342136.925,4996.15,15482.5,872.0
2018,Odisha,Malkangiri,Mung,Zaid,Red Soil,None,Local,1.78,117.0,22.945,2342136.925,4996.15,15482.5,951.0
2018,Odisha,Malkangiri,Rice,Kharif,Red Soil,Lift,Local,1.41,1208.0,22.945,2342136.925,4996.15,15482.5,3426.0
2018,Odisha,Malkangiri,Rice,Zaid,Lateritic,Lift,Local,2.99,239.0,22.945,2342136.925,4996.15,15482.5,3642.0
2018,Odisha,Malkangiri,Sugarcane,Kharif,Lateritic,Lift,Local,1.23,1242.0,22.945,2342136.925,4996.15,15482.5,64227.0
2018,Odisha,Malkangiri,Sugarcane,Rabi,Red Soil,None,Local,2.04,260.0,22.945,2342136.925,4996.15,15482.5,98993.0
2018,Odisha,Malkangiri,Turmeric,Kharif,Red Soil,None,Local,3.93,1313.0,22.945,2342136.925,4996.15,15482.5,4167.0
2018,Odisha,Malkangiri,Turmeric,Rabi,Lateritic,None,Local,2.62,287.0,22.945,2342136.925,4996.15,15482.5,6015.0
2018,Odisha,Malkangiri,Wheat,Kharif,Red Soil,None,Local,4.24,935.0,22.945,2342136.925,4996.15,15482.5,2889.0
2018,Odisha,Malkangiri,Wheat,Rabi,Lateritic,Lift,Local,1.43,244.0,22.945,2342136.925,4996.15,15482.5,3351.0
2018,Odisha,Malkangiri,Wheat,Zaid,Lateritic,Lift,Local,0.94,63.0,22.945,2342136.925,4996.15,15482.5,3545.0
2018,Odisha,Mayurbhanj,Cotton,Kharif,Red Soil,Tubewell,Hybrid,3.15,1375.0,22.945,2342136.925,4996.15,15482.5,1349.0
2018,Odisha,Mayurbhanj,Cotton,Rabi,Mixed Red & Yellow,None,Hybrid,1.98,219.0,22.945,2342136.925,4996.15,15482.5,973.0
2018,Odisha,Mayurbhanj,Groundnut,Kharif,Red Soil,Tubewell,Hybrid,3.28,1080.0,22.945,2342136.925,4996.15,15482.5,2121.0
2018,Odisha,Mayurbhanj,Groundnut,Rabi,Lateritic,None,Hybrid,1.22,291.0,22.945,2342136.925,4996.15,15482.5,2112.0
2018,Odisha,Mayurbhanj,Groundnut,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,4.02,295.0,22.945,2342136.925,4996.15,15482.5,1810.0
2018,Odisha,Mayurbhanj,Maize,Kharif,Mixed Red & Yellow,Tubewell,Local,1.71,1283.0,22.945,2342136.925,4996.15,15482.5,3728.0
2018,Odisha,Mayurbhanj,Maize,Rabi,Mixed Red & Yellow,Tubewell,Local,1.88,262.0,22.945,2342136.925,4996.15,15482.5,3844.0
2018,Odisha,Mayurbhanj,Maize,Zaid,Mixed Red & Yellow,Tubewell,Local,2.41,156.0,22.945,2342136.925,4996.15,15482.5,3206.0
2018,Odisha,Mayurbhanj,Mung,Kharif,Red Soil,Tubewell,Local,4.94,860.0,22.945,2342136.925,4996.15,15482.5,1038.0
2018,Odisha,Mayurbhanj,Mung,Rabi,Mixed Red & Yellow,Tubewell,Hybrid,2.04,162.0,22.945,2342136.925,4996.15,15482.5,1112.0
2018,Odisha,Mayurbhanj,Mung,Zaid,Red Soil,Tubewell,Local,1.1,133.0,22.945,2342136.925,4996.15,15482.5,1305.0
2018,Odisha,Mayurbhanj,Rice,Kharif,Lateritic,Tubewell,Local,3.52,996.0,22.945,2342136.925,4996.15,15482.5,4232.0
2018,Odisha,Mayurbhanj,Rice,Zaid,Mixed Red & Yellow,Tubewell,Local,3.48,182.0,22.945,2342136.925,4996.15,15482.5,3553.0
2018,Odisha,Mayurbhanj,Sugarcane,Kharif,Lateritic,Tubewell,Hybrid,0.6,869.0,22.945,2342136.925,4996.15,15482.5,105458.0
2018,Odisha,Mayurbhanj,Sugarcane,Rabi,Red Soil,Tubewell,Local,3.86,132.0,22.945,2342136.925,4996.15,15482.5,82025.0
2018,Odisha,Mayurbhanj,Turmeric,Kharif,Red Soil,Tubewell,Hybrid,2.13,1065.0,22.945,2342136.925,4996.15,15482.5,4603.0
2018,Odisha,Mayurbhanj,Turmeric,Rabi,Red Soil,Tubewell,Hybrid,1.04,151.0,22.945,2342136.925,4996.15,15482.5,5138.0
2018,Odisha,Mayurbhanj,Wheat,Kharif,Red Soil,None,Local,4.86,943.0,22.945,2342136.925,4996.15,15482.5,2141.0
2018,Odisha,Mayurbhanj,Wheat,Rabi,Red Soil,None,Hybrid,4.18,219.0,22.945,2342136.925,4996.15,15482.5,2945.0
2018,Odisha,Mayurbhanj,Wheat,Zaid,Lateritic,Tubewell,Local,0.61,147.0,22.945,2342136.925,4996.15,15482.5,3779.0
2018,Odisha,Nabarangpur,Cotton,Kharif,Red Soil,Lift,Local,2.5,1013.0,22.945,2342136.925,4996.15,15482.5,1030.0
2018,Odisha,Nabarangpur,Cotton,Rabi,Red Soil,Lift,Hybrid,2.47,247.0,22.945,2342136.925,4996.15,15482.5,1518.0
2018,Odisha,Nabarangpur,Groundnut,Kharif,Mixed Red & Yellow,Lift,Hybrid,2.56,1388.0,22.945,2342136.925,4996.15,15482.5,2833.0
2018,Odisha,Nabarangpur,Groundnut,Rabi,Red Soil,Lift,Hybrid,3.98,96.0,22.945,2342136.925,4996.15,15482.5,1969.0
2018,Odisha,Nabarangpur,Groundnut,Zaid,Red Soil,Tubewell,Hybrid,3.21,249.0,22.945,2342136.925,4996.15,15482.5,2730.0
2018,Odisha,Nabarangpur,Maize,Kharif,Mixed Red & Yellow,Tubewell,Hybrid,4.01,1325.0,22.945,2342136.925,4996.15,15482.5,5413.0
2018,Odisha,Nabarangpur,Maize,Rabi,Mixed Red & Yellow,Lift,Local,3.43,68.0,22.945,2342136.925,4996.15,15482.5,2721.0
2018,Odisha,Nabarangpur,Maize,Zaid,Mixed Red & Yellow,Lift,Hybrid,2.53,239.0,22.945,2342136.925,4996.15,15482.5,4228.0
2018,Odisha,Nabarangpur,Mung,Kharif,Mixed Red & Yellow,Lift,Hybrid,1.97,1035.0,22.945,2342136.925,4996.15,15482.5,906.0
2018,Odisha,Nabarangpur,Mung,Rabi,Mixed Red & Yellow,Lift,Hybrid,1.23,109.0,22.945,2342136.925,4996.15,15482.5,1266.0
2018,Odisha,Nabarangpur,Mung,Zaid,Red Soil,Lift,Hybrid,1.12,162.0,22.945,2342136.925,4996.15,15482.5,1074.0
2018,Odisha,Nabarangpur,Rice,Kharif,Red Soil,Lift,Hybrid,0.77,1182.0,22.945,2342136.925,4996.15,15482.5,4770.0
2018,Odisha,Nabarangpur,Rice,Rabi,Mixed Red & Yellow,Tubewell,Hybrid,4.43,187.0,22.945,2342136.925,4996.15,15482.5,3585.0
2018,Odisha,Nabarangpur,Rice,Zaid,Red Soil,Lift,Hybrid,2.0,69.0,22.945,2342136.925,4996.15,15482.5,2991.0
2018,Odisha,Nabarangpur,Sugarcane,Kharif,Red Soil,Lift,Hybrid,4.86,1392.0,22.945,2342136.925,4996.15,15482.5,78808.0
2018,Odisha,Nabarangpur,Sugarcane,Rabi,Mixed Red & Yellow,Tubewell,Local,3.9,175.0,22.945,2342136.925,4996.15,15482.5,82363.0
2018,Odisha,Nabarangpur,Turmeric,Kharif,Mixed Red & Yellow,Lift,Local,4.98,1015.0,22.945,2342136.925,4996.15,15482.5,6334.0
2018,Odisha,Nabarangpur,Turmeric,Rabi,Mixed Red & Yellow,Tubewell,Hybrid,1.65,166.0,22.945,2342136.925,4996.15,15482.5,4064.0
2018,Odisha,Nabarangpur,Wheat,Kharif,Mixed Red & Yellow,Tubewell,Hybrid,1.32,1264.0,22.945,2342136.925,4996.15,15482.5,3435.0
2018,Odisha,Nabarangpur,Wheat,Rabi,Red Soil,Tubewell,Hybrid,2.31,209.0,22.945,2342136.925,4996.15,15482.5,2868.0
2018,Odisha,Nabarangpur,Wheat,Zaid,Mixed Red & Yellow,Tubewell,Local,1.51,116.0,22.945,2342136.925,4996.15,15482.5,3313.0
2018,Odisha,Nayagarh,Cotton,Kharif,Mixed Red & Yellow,Canal,Local,4.55,1130.0,22.945,2342136.925,4996.15,15482.5,1228.0
2018,Odisha,Nayagarh,Cotton,Rabi,Lateritic,Tubewell,Hybrid,3.51,176.0,22.945,2342136.925,4996.15,15482.5,1713.0
2018,Odisha,Nayagarh,Groundnut,Kharif,Mixed Red & Yellow,Canal,Hybrid,2.18,1436.0,22.945,2342136.925,4996.15,15482.5,2381.0
2018,Odisha,Nayagarh,Groundnut,Rabi,Mixed Red & Yellow,Canal,Hybrid,1.99,58.0,22.945,2342136.925,4996.15,15482.5,2653.0
2018,Odisha,Nayagarh,Groundnut,Zaid,Mixed Red & Yellow,Canal,Local,2.93,234.0,22.945,2342136.925,4996.15,15482.5,1864.0
2018,Odisha,Nayagarh,Maize,Kharif,Lateritic,Canal,Local,0.57,1462.0,22.945,2342136.925,4996.15,15482.5,3144.0
2018,Odisha,Nayagarh,Maize,Rabi,Lateritic,Canal,Local,4.31,52.0,22.945,2342136.925,4996.15,15482.5,3576.0
2018,Odisha,Nayagarh,Maize,Zaid,Mixed Red & Yellow,Canal,Hybrid,3.63,65.0,22.945,2342136.925,4996.15,15482.5,3883.0
2018,Odisha,Nayagarh,Mung,Kharif,Lateritic,Tubewell,Hybrid,0.95,1028.0,22.945,2342136.925,4996.15,15482.5,992.0
2018,Odisha,Nayagarh,Mung,Rabi,Lateritic,Tubewell,Hybrid,1.01,156.0,22.945,2342136.925,4996.15,15482.5,635.0
2018,Odisha,Nayagarh,Mung,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,4.36,50.0,22.945,2342136.925,4996.15,15482.5,909.0
2018,Odisha,Nayagarh,Rice,Kharif,Lateritic,Tubewell,Hybrid,4.12,902.0,22.945,2342136.925,4996.15,15482.5,3374.0
2018,Odisha,Nayagarh,Rice,Zaid,Mixed Red & Yellow,Canal,Local,4.76,108.0,22.945,2342136.925,4996.15,15482.5,3968.0
2018,Odisha,Nayagarh,Sugarcane,Kharif,Lateritic,Tubewell,Local,1.49,946.0,22.945,2342136.925,4996.15,15482.5,75115.0
2018,Odisha,Nayagarh,Sugarcane,Rabi,Lateritic,Canal,Local,0.93,277.0,22.945,2342136.925,4996.15,15482.5,104156.0
2018,Odisha,Nayagarh,Turmeric,Kharif,Lateritic,Canal,Hybrid,1.52,1475.0,22.945,2342136.925,4996.15,15482.5,5178.0
